origin,seed,direction,openalex_id,doi,title,year,venue,type,cited_by,oa_status,oa_url,abstract
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4315629748,10.1109/globecom48099.2022.10001375,Detection of Service Provider Hardware Over-commitment in Container Orchestration Environments,2022,GLOBECOM 2022 - 2022 IEEE Global Communications Conference,conference-paper,9,closed,,"The deployment of container-based services continues to increase as time passes, mainly due to its fast provision time and lower allocation overheads. Yet, the literature still neglects the performance degradation in containers due to multi-tenancy and service provider hardware over-commitment. This paper proposes a new hardware over-commitment detection for container orchestration environments, implemented twofold. First, the containerized hardware usage of deployed containers is continuously monitored in a non-intrusive manner, leveraging the container engine resource management interface. Second, collected features are used by a recurrent neural network model for detecting both container and service level hardware over-commitment, following a time-series rationale. Experiments run on a containerized Apache Spark distribution have shown that multi-tenancy and hardware over-commitment significantly affect its performance. In addition, our proposed model is able to detect hardware over-commitment with up to 91% of true-positive at the container level, and up to 93% true-positive at the service level."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4387006422,10.1109/cloud60044.2023.00021,IRIS: Interference and Resource Aware Predictive Orchestration for ML Inference Serving,2023,,conference-paper,8,closed,,"Over the last years, the ever-growing number of Machine Learning(ML) and Artificial Intelligence(AI) applications deployed in the Cloud has led to high demands on the computing resources required for efficient processing. Multiple users deploy multiple applications on the same server node to maximize Quality of Service(QoS); however, this leads to increased interference. In addition, Cloud providers aim to minimize their operating costs by efficiently utilizing the available resources. These conflicting optimization goals form a complex paradigm where efficient scheduling is required. In this work, we present IRIS, an interference- and resource-aware predictive inference scheduling framework for ML inference serving in the cloud. We target the multi-objective problem of QoS maximization with effective CPU utilization based on Queries per Second(QPS) predictions by proposing a modelless ML-based solution and integrating it into the Kubernetes platform. Our approach is evaluated over real hardware infrastructure and a set of ML applications. Our experimental analysis shows that under various QoS constraints, the model specific interference-aware scheduler violates QoS constraints less frequently by achieving 1.8x fewer violations, on average, compared to over-provisioning and 3.1 x fewer violations compared to under-provisioning, through efficient exploitation of available CPU resources. The model-less feature is able to cause, on average, 1.5x fewer violations compared to the "
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4367147529,10.1109/hipc56025.2022.00022,Energy Consumption Evaluation of Optane DC Persistent Memory for Indexing Data Structures,2022,,conference-paper,8,green,https://lirias.kuleuven.be/handle/20.500.12942/721612,"The Intel Optane DC Persistent Memory (DCPM) is an attractive novel technology for building storage systems for data intensive HPC applications, as it provides lower cost per byte, low standby power and larger capacities than DRAM, with comparable latency. This work provides an in-depth evaluation of the energy consumption of the Optane DCPM, using well-established indexes specifically designed to address the challenges and constraints of the persistent memories. We study the energy efficiency of the Optane DCPM for several indexing data structures and for the LevelDB key-value store, under different types of YCSB workloads. By integrating an Optane DCPM in a memory system, the energy drops by 71.2% and the throughput increases by 37.3% for the LevelDB experiments, compared to a typical SSD storage solution."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4401540135,10.3390/info15080480,AI-Driven QoS-Aware Scheduling for Serverless Video Analytics at the Edge,2024,Information,article,7,gold,https://www.mdpi.com/2078-2489/15/8/480/pdf?version=1723542460,"Today, video analytics are becoming extremely popular due to the increasing need for extracting valuable information from videos available in public sharing services through camera-driven streams in IoT environments. To avoid data communication overheads, a common practice is to have computation close to the data source rather than Cloud offloading. Typically, video analytics are organized as separate tasks, each with different resource requirements (e.g., computational- vs. memory-intensive tasks). The serverless computing paradigm forms a promising approach for mapping such types of applications, enabling fine-grained deployment and management in a per-function, and per-device manner. However, there is a tradeoff between QoS adherence and resource efficiency. Performance variability due to function co-location and prevalent resource heterogeneity make maintaining QoS challenging. At the same time, resource efficiency is essential to avoid waste, such as unnecessary power consumption and CPU reservation. In this paper, we present Darly, a QoS-, interference- and heterogeneity-aware Deep Reinforcement Learning-based Scheduler for serverless video analytics deployments on top of distributed Edge nodes. The proposed framework incorporates a DRL agent that exploits performance counters to identify the levels of interference and the degree of heterogeneity in the underlying Edge infrastructure. It combines this information along with user-defined QoS requirements to improve resou"
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4360831983,10.1109/hpca56546.2023.10070939,Adrias: Interference-Aware Memory Orchestration for Disaggregated Cloud Infrastructures,2023,,conference-paper,7,closed,,"Workload co-location has become the de-facto approach for hosting applications in Cloud environments, leading, however, to interference and fragmentation in shared resources of the system. To this end, hardware disaggregation is introduced as a novel paradigm, that allows fine-grained tailoring of cloud resources to the characteristics of the deployed applications. Towards the realization of hardware disaggregated clouds, novel orchestration frameworks must provide additional knobs to manage the increased scheduling complexity.We present Adrias, a memory orchestration framework for disaggregated cloud systems. Adrias exploits information from low-level performance events and applies deep learning techniques to effectively predict the system state and performance of arriving workloads on memory disaggregated systems, thus, driving cognitive scheduling between local and remote memory allocation modes. We evaluate Adrias on a state-of-art disaggregated testbed and show that it achieves 0.99 and 0.942 R2score for system state and application’s performance prediction on average respectively. Moreover, Adrias manages to effectively utilize disaggregated memory, by offloading almost 1/3 of deployed applications with less than 15% performance overhead compared to a conventional local memory scheduling, while clearly outperforms naive scheduling approaches (random and round-robin), by providing up to ×2 better performance."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4307561137,10.1145/3564929,Learning-based Phase-aware Multi-core CPU Workload Forecasting,2022,ACM Transactions on Design Automation of Electronic Systems,article,7,bronze,https://dl.acm.org/doi/pdf/10.1145/3564929,"Predicting workload behavior during workload execution is essential for dynamic resource optimization in multi-processor systems. Recent studies have proposed advanced machine learning techniques for dynamic workload prediction. Workload prediction can be cast as a time series forecasting problem. However, traditional forecasting models struggle to predict abrupt workload changes. These changes occur because workloads are known to go through phases. Prior work has investigated machine-learning-based approaches for phase detection and prediction, but such approaches have not been studied in the context of dynamic workload forecasting. In this article, we propose phase-aware CPU workload forecasting as a novel approach that applies long-term phase prediction to improve the accuracy of short-term workload forecasting. Phase-aware forecasting requires machine learning models for phase classification, phase prediction, and phase-based forecasting that have not been explored in this combination before. Furthermore, existing prediction approaches have only been studied in single-core settings. This work explores phase-aware workload forecasting with multi-threaded workloads running on multi-core systems. We propose different multi-core settings differentiated by the number of cores they access and whether they produce specialized or global outputs per core. We study various advanced machine learning models for phase classification, phase prediction, and phase-based forecasting in is"
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4221012617,10.1155/2022/5082544,A Study on the Design and Implementation of an Improved AdaBoost Optimization Mathematical Algorithm Based on Recognition of Packaging Bottles,2022,Mathematical Problems in Engineering,article,7,hybrid,https://downloads.hindawi.com/journals/mpe/2022/5082544.pdf,"In this paper, a special design system is developed based on the design of the packaging bottle to achieve the effective acquisition of the image of the cross-section of the packaging bottle to be measured under the condition of limited space size, avoiding the distortion of the object to be measured. At the same time, the image of the area where the target packaging bottle is located is segmented, and the curve features are quickly determined and effectively matched with the template library to realize the recognition of the shape features of the bottle. In this paper, the design of the packaging bottle is first designed by mechanism design and 3D modeling, followed by rapid prototyping methods such as 3D printing, and the prototype is made for functional verification. Finally, the transmission speed and stability of the design system for packaging bottle recognition are improved through structural analysis and optimization methods. To realize the intelligent control of the packaging bottle transmission and identification system, the hardware control circuit is designed and the relevant intelligent control program is prepared based on the embedded system so that the packaging bottles in the transmission process can be quickly and accurately positioned and identified. An improved AdaBoost algorithm is proposed for packaging bottle detection. In the process of algorithm learning, the Haar features are too large and time-consuming, and the training sample is cropped to remove t"
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4226109017,10.1007/978-3-031-04580-6_8,Interference-Aware Workload Placement for Improving Latency Distribution of Converged HPC/Big Data Cloud Infrastructures,2022,Lecture notes in computer science,conference-paper,7,closed,,
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4401247270,10.1109/tcc.2024.3437484,Sparkle: Deep Learning Driven Autotuning for Taming High-Dimensionality of Spark Deployments,2024,IEEE Transactions on Cloud Computing,article,6,closed,,"The exponential growth of data in the Cloud has highlighted the need for more efficient data processing. In-Memory Computing frameworks (e.g., Spark) offer improved efficiency for large-scale data analytics, however, they also provide a plethora of configuration parameters that affect the resource consumption and performance of applications. Manually optimizing these parameters is a time-consuming process, due toi)the high-dimensional configuration space,ii)the complex inter-relationship between different parameters,iii)the diverse nature of workloads andiv)the inherent data heterogeneity. We introduceSparkle, an end-to-end deep learning-based framework for automating the performance modeling and tuning of Spark applications. We introduce a modular DNN architecture that expands to the entire Spark parameter configuration space and provides a universal performance modeling approach, completely eliminating the need for human or statistical reasoning. By employing a genetic optimization process,Sparklequickly traverses the design space and identifies highly optimized Spark configurations. Our experiments on the HiBench benchmark suite show thatSparkledelivers an average prediction accuracy of 93%, with high generalization capabilities, i.e.,$\approx 80\%$accuracy for unseen workloads, dataset sizes and configurations, outperforming state-of-art. Regarding end-to-end optimization,Sparkleefficiently explores Spark's high-dimensional parameter space, delivering new dominant Spark c"
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4306763800,10.1145/3551659.3559051,Multi-step Prediction of Worker Resource Usage at the Extreme Edge,2022,,conference-paper,5,gold,https://dl.acm.org/doi/pdf/10.1145/3551659.3559051,"Democratizing the edge by leveraging the prolific yet underutilized computational resources of end devices, referred to as Extreme Edge Devices (EEDs), can open a new edge computing tech market that is people-owned, democratically managed, and accessible/lucrative to all. Parallel computing at EEDs can also move the computing service much closer to end-users, which can help satisfy the stringent Quality-of-Service (QoS) requirements of delay-critical and/or data-intensive IoT applications. However, EEDs are heterogeneous user-owned devices, and are thus subject to a highly dynamic user access behavior (i.e., dynamic resource usage). This makes the process of determining the computational capability of EEDs increasingly challenging. Estimating the dynamic resource usage of EEDs (i.e., workers) has been mostly overlooked. The complexity of Machine Learning (ML)-based models renders them impractical for deployment at the edge for the purpose of such estimations. In this paper, we propose the Resource Usage Multi-step Prediction (RUMP) scheme to estimate the dynamic resource usage of workers over multiple steps ahead in a computationally efficient way while providing a relatively high prediction accuracy. Towards that end, RUMP exploits the use of the Hierarchical Dirichlet Process-Hidden Semi-Markov Model (HDP-HSMM) to estimate the dynamic resource usage of workers in EED-based computing paradigms. Extensive evaluations on a real testbed of heterogeneous workers for multi-step s"
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4399408455,10.1109/les.2024.3410892,FEARLESS: A Federated Reinforcement Learning Orchestrator for Serverless Edge Swarms,2024,IEEE Embedded Systems Letters,article,4,closed,,"The rise of edge computing, characterized by swarms of edge devices, marks a significant shift in cloud-edge computing landscapes, moving data processing closer to the source of data generation. However, this paradigm introduces complexities in orchestration, as traditional centralized methods become inadequate for effectively managing distributed, dynamic edge environments. In this letter, we introduce FEARLESS, a distributed orchestration framework tailored for swarms of edge devices. FEARLESS employs a vertical federated reinforcement learning approach to efficiently orchestrate function invocation requests in serverless swarms. Experimental results demonstrate that FEARLESS significantly reduces the quality-of-service violations of the scheduled tasks by up to 57%, compared to a centralized “least-CPU-utilization” and a “local-execution” approach, while it also achieves approximately up to 20% average total energy reduction."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4292972799,10.1109/cloud55607.2022.00024,Sequence Clock: A Dynamic Resource Orchestrator for Serverless Architectures,2022,,conference-paper,4,closed,,"Function-as-a-service (FaaS) represents the next frontier in the evolution of cloud computing being an emerging paradigm that removes the burden of configuration and management issues from users. This is achieved by replacing the well-established monolithic approach with graphs of standalone, small, stateless, event-driven components called functions. At the same time, from the cloud providers’ perspective, problems such as availability, load balancing and scalability need to be resolved without being aware of the functionality, behavior or resource requirements of their tenants’ code. However, in this context, functions’ containers coexist with others inside a host of finite resources, where a passive resource allocation technique does not guarantee a well-defined quality of service (QoS) in regards to time latency. In this paper, we present Sequence Clock, an expandable latency targeting tool that actively monitors serverless invocations in a cluster and offers execution of a sequential chain of functions, also known as pipelines or sequences, while achieving the targeted time latency. Two regulation methods were utilized, with one of them achieving up to 82% decrease in the severity of time violations and in some cases even eliminating them completely."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4414194901,10.1007/s10586-025-05437-3,Performance prediction and resource adaptive adjustment for cloud-native microservices,2025,Cluster Computing,book-chapter,3,closed,,
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4413411913,10.1145/3721145.3725777,PIM-CARE: A Compiler-Assisted Dynamic Resource Allocation Framework for Real-world DRAM PIM,2025,,conference-paper,3,gold,https://doi.org/10.1145/3721145.3725777,"Processing-In-Memory (PIM) has recently emerged as a promising solution to alleviate the memory bottleneck by integrating computing capabilities into memory chips. Since PIM provides numerous Processing Elements (PEs) and high-bandwidth on-chip data transfers, full utilization of the PEs becomes a critical mission to maximize the performance of PIM applications. However, due to the diverse and complex characteristics of PIM applications, using more resources does not always improve performance. It is therefore important to find the suitable amount of resources to achieve the best performance and to fully utilize the PIM resources.To address this, we introduce PIM-CARE, a framework for dynamic resource allocation across multiple applications with compiler support on real-world PIM systems. PIM-CARE first determines the best amount of PIM resources to allocate for each application. To enable spatial multitasking, the PIM-CARE daemon monitors resource allocation and deallocation requests and estimates total PIM resource utilization at runtime. It then dynamically schedules applications using a priority-based out-of-order policy, considering both available PIM resources and resource requirements for best performance. Evaluation on real-world PIM systems shows that PIM-CARE improves throughput by 5.49x and average turnaround time by 5.71x compared to the baseline."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4405756105,10.1109/sc41406.2024.00103,Fast and Efficient Scaling for Microservices with SurgeGuard,2024,,conference-paper,3,closed,,"The microservice architecture is increasingly popular for flexible, large-scale online applications. However, existing resource management mechanisms incur high latency in detecting Quality of Service (QoS) violations, and hence, fail to allocate resources effectively under commonly-observed varying load conditions. This results in over-allocation coupled with a late response that increase both the total cost of ownership and the magnitude of each QoS violation event. We present SurgeGuard, a decentralized resource controller for microservice applications specifically designed to guard application QoS during surges in load and network latency. SurgeGuard uses the key insight that for rapid detection and effective management of QoS violations, the controller must be aware of any available slack in latency and communication patterns between microservices within a task-graph. Our experiments show that for the workloads in DeathStarBench, SurgeGuard on average reduces the combined violation magnitude and duration by $61.1 \%$ and $93.7 \%$, respectively, compared to the well-known Parties and Caladan algorithms, and requires $8 \%$ fewer resources than Parties."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4400410043,10.1109/ipdps57955.2024.00020,FEDGE: An Interference-Aware QoS Prediction Framework for Black-Box Scenario in IaaS Clouds with Domain Generalization,2024,,conference-paper,3,closed,,"Public cloud providers embrace multi-tenancy as a strategy to enhance the utilization and efficiency of resources. However, co-located virtual machines (VMs) suffer from qualityof-service (QoS) degradation caused by shared resource interference. Existing solutions for predicting QoS degradation often rely on the assumption of online access to application-level information. However, in a production environment, this assumption proves invalid as the VMs are black boxes to the providers. This intrinsic characteristic of the IaaS cloud necessitates the prediction model to generalize to unfamiliar applications and imposes specific criteria on the monitorable metrics.To meet the black-box scenario under Infrastructure as a Service (IaaS) cloud computing, we present a novel framework, FEDGE, that can predict interference-aware QoS (IA-QoS) of co-located VMs using only low-level monitorable metrics before migration. Specifically, FEDGE utilizes a stochastic gates layer to select the most informative features from the high-dimensional resource and hardware metrics, which helps to reduce the monitoring overhead. Furthermore, we design a multi-domain MMD-based adversarial denoising autoencoder to regularize the learned hidden representations and prevent over-fitting on the source domains. Next, we employ a multi-layer perceptron (MLP) to accurately predict complex QoS degradation using the learned representations with domain generalization. Experimental results demonstrate that FEDGE ou"
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4391043369,10.1145/3607888.3608962,Special Session: Machine Learning for Embedded System Design,2023,,conference-paper,3,gold,https://dl.acm.org/doi/pdf/10.1145/3607888.3608962,"Embedded systems are becoming increasingly complex, which has led to a productivity crisis in their design and verification. Although conventional design automation coupled with IP and platform reuse techniques have led to leaps in design productivity improvement, they face fundamental limits given that most design optimization and verification problems remain NP-hard and that reuse of pre-designed IP blocks and platforms inherently limits flexibility and optimality. At the same time, machine learning (ML) has recently made unprecedented advances and created phenomenal impact in various computing applications. In particular, application of ML techniques as a way to extract knowledge and learn from existing design, optimization and verification data has recently seen a lot of excitement and promise at lower physical and integrated circuit levels of abstraction. Using ML has the potential to similarly close the complexity gap in embedded system design, but corresponding ML-based approaches for embedded system optimization and verification at higher levels of abstraction are still at their infancy."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4385575004,10.1109/ipdpsw59300.2023.00157,On the Implications of Heterogeneous Memory Tiering on Spark In-Memory Analytics,2023,,conference-paper,3,green,https://doi.org/10.5281/zenodo.10683723,"Today, the rise of big data has driven a growing demand for efficient and scalable computing solutions that can handle the massive amounts of data generated by modern applications. To address this challenge, application developers have embraced the use of novel distributed frameworks, such as Apache Spark, which enable efficient, in-memory processing for large amounts of data. Moreover, providers are seeking for new alternatives to cope with this increasing need for “infinite” memory resources, that can provide analogous performance efficiency, while also reducing operational costs. In this direction, novel multi-tier and disaggregated memory architectures emerge, which combine heterogeneous memory technologies that tradeoff between performance, cost and energy efficiency. This diptych of evolution imposes new challenges and open questions on how to optimally configure software and hardware as a whole, for maximizing resource efficiency. In this paper, we examine the implications of heterogeneous memory tiering on Spark in-memory analytics. Our study considers a multi-tier heterogeneous DRAM/NVM memory system with contrasting access latency, bandwidth and energy consumption capabilities. By using a set of 7 diverse applications from the HiBench benchmarking suite, we first explore the impact of these memory configuration setups on their performance and energy efficiency. Then, we perform a detailed analysis on how the system's low-level performance metrics correlate to higher"
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W3157182018,10.1145/3457388.3458621,EVOLVE,2021,,conference-paper,3,closed,,"EVOLVE is a pan-European Innovation Action building a converged infrastructure to bring together the HPC, Cloud, and Big Data worlds. EVOLVE's platform and software stack supports large-scale, data-intensive applications, driven primarily by industry requirements set by pilot and proof-of-concept use cases from diverse fields. Given the unprecedented data growth we are experiencing, EVOLVE's infrastructure is key in enabling the cost-effective processing of massive amounts of data and the adaptation of multiple high-end technologies, in an environment that fosters interoperability and enforces increased security."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4399106247,10.1007/s10766-024-00771-2,Orchestration Extensions for Interference- and Heterogeneity-Aware Placement for Data-Analytics,2024,International Journal of Parallel Programming,article,2,closed,,
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4385809270,10.21203/rs.3.rs-3243462/v1,Performance interference of co-allocated applications: a systematic literature review,2023,Research Square,preprint,2,green,https://www.researchsquare.com/article/rs-3243462/latest.pdf,"Abstract Several efforts have been made to study the nature of performance interference in co-allocated applications running in different environments. Such performance interference degrades the performance of co-allocated applications. Many researchers propose techniques, methods and approaches that use mathematical equations, machine learning algorithms or other kind of techniques to predict/analyze performance degradation. Hardware counters, virtual machine monitor metrics and third-party tools are commonly used to provide the input data for prediction techniques. Performance prediction/analysis is useful for understanding, preventing, and minimizing performance degradation. This paper presents a systematic literature review of methods for the prediction/analysis of performance degradation due to performance interference of co-allocated applications, which were published in the open literature during the period 2006-2023. We classified and categorized each analyzed article depending on the method used and the environment employed, among others features. In addition, we identify some directions and trends in performance interference, as well as some unresolved issues."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4386417494,10.4995/thesis/10251/195840,Interference Analysis and Resource Management in Server Processors: from HPC to Cloud Computing,2023,,dissertation,2,gold,https://riunet.upv.es/bitstreams/06598d13-d5d0-4a0d-881b-796bb0f6f716/download,"[ES] Una de las principales preocupaciones de los centros de datos actuales es maximizar la utilización de los servidores. En cada servidor se ejecutan simultáneamente varias aplicaciones para aumentar la eficiencia de los recursos. Sin embargo, las prestaciones dependen en gran medida de la proporción de recursos que recibe cada aplicación. El mayor número de núcleos (y de aplicaciones ejecutándose) con cada nueva generación de procesadores hace que crezca la preocupación por la interferencia en los recursos compartidos. Esta tesis se centra en mitigar la interferencia cuando diferentes aplicaciones se consolidan en un mismo procesador desde dos perspectivas: computación de alto rendimiento (HPC) y computación en la nube. En el contexto de HPC, esta tesis propone políticas de gestión para dos de los recursos más críticos: la caché de último nivel (LLC) y los núcleos del procesador. La LLC desempeña un papel clave en las prestaciones de los procesadores actuales al reducir considerablemente el número de accesos de alta latencia a memoria principal. Se proponen estrategias de particionado de la LLC tanto para cachés inclusivas como no inclusivas, ambos diseños presentes en los procesadores para servidores actuales. Para los esquemas, se detectan nuevos comportamientos problemáticos y se asigna un mayor espacio de caché a las aplicaciones que hacen mejor uso de este. En cuanto a los núcleos del procesador, muchas aplicaciones paralelas (como aplicaciones de grafos) no escalan b"
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4293080807,10.5195/ledger.2022.230,HLF-Kubed: Blockchain-Based Resource Monitoring for Edge Clusters,2022,Ledger,article,2,diamond,https://ledger.pitt.edu/ojs/ledger/article/download/230/224,"In the past several years, there has been an increased usage of smart, always- connected devices at the edge of the network, which provide real-time contextual information with low overhead to optimize processes and improve how companies and individuals interact, work, and live. The efficient management of this huge pool of devices requires runtime moni- toring to identify potential performance bottlenecks and physical defects. Typical solutions, where monitoring data are aggregated in a centralized manner, soon become inefficient, as they are unable to handle the increased load and become single points of failure. In addition, the resource-constrained nature of edge devices calls for low-overhead monitoring systems. In this paper, we propose HLF-Kubed, a blockchain-based, highly available framework for monitoring edge devices, leveraging distributed ledger technology. HLF-Kubed builds upon Kubernetes container orchestrator and HyperLedger Fabric frameworks and implements a smart contract through an external chaincode for resource usage storing and querying. Our experimental results show that our proposed setup forms a low-overhead monitoring solution, with an average of 448 MB of memory and 6.8% CPU usage, while introducing 1.1s end-to- end latency for store operation and 0.6s for ledger querying respectively."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4313341319,10.1007/978-3-031-13074-8_18,ML for System-Level Modeling,2022,,book-chapter,2,closed,,
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W7129056915,10.1016/j.jnca.2026.104450,A semi-supervised performance prediction and resource adaptive allocation for cloud-native microservices,2026,Journal of Network and Computer Applications,article,1,closed,,
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4388145484,10.1109/tpds.2023.3329298,Optimizing I/O Performance Through Effective vCPU Scheduling Interference Management,2023,IEEE Transactions on Parallel and Distributed Systems,article,1,closed,,"Virtual machines (VMs) heavily rely on virtual CPUs (vCPUs) scheduling to achieve efficient I/O performance. The vCPU scheduling interference can cause inconsistent scheduling latency and degraded I/O performance, potentially compromising the services provided by affected VMs. Existing solutions have limitations, such as inefficiency in diagnosing interference issues or imposing undesired side effects on cloud systems. To address these challenges, we present Otter, a holistic technique for optimizing I/O performance in the presence of vCPU scheduling interference. Otter employs innovative methods to enhance interference diagnosis efficiency. First, we propose lightweight methods to measure the dynamic changes in scheduling latencies for co-running vCPUs, ensuring both flexibility and accuracy. Second, we propose fine-grained quantification methods to timely determine the interference, with low false positive and false negative rates. Third, we identify interference patterns that aid in analyzing the root causes of interference and preventing similar issues from recurring. Otter has been operational for one year in the production cloud at the National Supercomputing Center (Wuxi). It diagnoses and helps fix more than 470 vCPU scheduling interference-related issues, resulting in a 19.6% improvement in cloud service I/O performance with negligible overhead in production."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W4318464619,10.3390/s23031484,NetAP-ML: Machine Learning-Assisted Adaptive Polling Technique for Virtualized IoT Devices,2023,Sensors,article,1,gold,https://www.mdpi.com/1424-8220/23/3/1484/pdf?version=1674969601,"To maximize the performance of IoT devices in edge computing, an adaptive polling technique that efficiently and accurately searches for the workload-optimized polling interval is required. In this paper, we propose NetAP-ML, which utilizes a machine learning technique to shrink the search space for finding an optimal polling interval. NetAP-ML is able to minimize the performance degradation in the search process and find a more accurate polling interval with the random forest regression algorithm. We implement and evaluate NetAP-ML in a Linux system. Our experimental setup consists of a various number of virtual machines (2-4) and threads (1-5). We demonstrate that NetAP-ML provides up to 23% higher bandwidth than the state-of-the-art technique."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W7166688609,10.1007/s10586-026-06233-3,Performance modeling in FaaS workloads at the edge using machine learning,2026,Cluster Computing,article,0,hybrid,https://link.springer.com/content/pdf/10.1007/s10586-026-06233-3.pdf,"Abstract The Function as a Service (FaaS) paradigm has emerged as a compelling architectural model for both cloud and edge computing environments, enabling the execution of self-contained functions triggered by specific events while abstracting from developers infrastructure management complexities such as load balancing and auto-scaling. In FaaS-enabled clusters, particularly within resource-constrained edge environments, precise resource consumption estimation becomes critical to optimize resource utilization, minimize latency, prevent system overloads, and ensure scalability. This paper addresses performance modeling challenges in FaaS-enabled distributed and decentralized edge computing systems, operating at the granularity level of both nodes and individual functions. We propose a Machine Learning-based framework designed to predict key performance indicators, including CPU utilization, memory, and energy consumption, based on incoming workload patterns, while simultaneously forecasting potential system overload conditions. Moreover, our approach introduces a profiling methodology that characterizes serverless functions according to their resource consumption profiles, thereby enabling accurate prediction of node-level resource demands without requiring detailed knowledge of individual deployed functions. Experimental validation demonstrates that our predictive models achieve 97% accuracy in anticipating node overload scenarios, providing a robust foundation for proactiv"
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W7165799151,10.1007/s44443-026-00981-3,Temporal-aware semi-supervised performance prediction and resource allocation for cloud-native microservices,2026,Journal of King Saud University - Computer and Information Sciences,article,0,gold,https://doi.org/10.1007/s44443-026-00981-3,"Cloud-native loosely coupled microservices support elastic and scalable deployments while accelerating development cycles and reducing update complexity. However, due to scarce labeled performance data and complex inter-node interactions, optimizing resource allocation remain significant challenges. Accordingly, we propose TSPRA (Time-aware Semi-supervised Performance Prediction and Resource Allocation), a novel resource adjustment method for microservice systems. Specifically, TSPRA first collects limited labeled resource-performance data and augments the dataset using TabDDPM, a denoising diffusion probabilistic model tailored for tabular data. TSPRA then constructs a temporal-aware semi-supervised prediction model (TSMD) that captures resource usage patterns through contrastive learning and effectively predicts microservice response times. When predictions indicate that current resource configurations may violate QoS targets, a hyper-heuristic resource allocation model (HHA) is activated to adaptively adjust CPU, memory, and I/O allocations. HHA employs a two-tier optimization framework: the high-level Ant Colony Optimization (ACO) dynamically schedules three complementary low-level heuristics—Whale Optimization Algorithm (WOA), Quantum-behaved Particle Swarm Optimization (QPSO), and Simulated Annealing (SA)—to search for optimal resource configurations that minimize end-to-end latency while maximizing resource utilization. The simulation tests based on Docker and DeathSta"
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W7165158987,10.1109/tcc.2026.3705455,TASADOR: A Machine Learning Framework for Network Bandwidth to CPU Translations,2026,IEEE Transactions on Cloud Computing,article,0,closed,,
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W7204221960,10.1109/iwqos70441.2026.11661147,LocMore: Locating More Bursty Latency-critical Jobs on Resource-constrained Nodes,2026,,conference-paper,0,closed,,
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W7155494406,10.1145/3767295.3803617,Prediction-Informed Power Management for General-Purpose Compute Servers,2026,,conference-paper,0,gold,https://doi.org/10.1145/3767295.3803617,"This paper presents PIP (Prediction-Informed Power), a power control framework for general-purpose compute servers. PIP introduces two key innovations: (1) a machine learning-based power model that predicts the impact of hypothetical CPU throttling actions before execution, and (2) a prediction-informed control loop that selects CPU configurations to maximize performance and power utilization based on these predictions. By leveraging finegrained runtime CPU metrics, PIP can accurately estimate counterfactual power usage, allowing the control system to align power demand with the budget more quickly. Unlike traditional reactive approaches, PIP maintains effective control under frequent budget fluctuations, achieving safe oversubscription by up to 70%. Our evaluation on diverse application workloads, none of which are included in the model's training set, shows that PIP yields up to a 3.2× speedup over a state-of-the-art feedback-based system for single-application runs, and up to a 3.4× speedup for multi-application scenarios under power constraints."
snowball,Rusty: Runtime Interference-Aware Predictive Mon,forward,W7148544504,10.1016/j.jpdc.2026.105268,Performance interference of co-allocated applications in cloud computing: A systematic literature review,2026,Journal of Parallel and Distributed Computing,review,0,closed,,
