cluster,query,rank,openalex_id,doi,title,year,venue,type,cited_by,oa_status,oa_url,abstract
C3_degeneracy,shortcut learning spurious feature benchmark,13,W7147122019,10.32657/10356/210474,Mitigating shortcut learning and improving out-of-distribution generalization for vision and vision-language models,2026,,dissertation,0,green,https://hdl.handle.net/10356/210474,"Vision and vision-language models have achieved impressive results on independently and identically distributed (IID) benchmarks, where training and test data share the same distribution. However, their performance often degrades significantly on out-of-distribution (OOD) data, whose distribution differs from that of the training data. A key reason for this lack of generalization is shortcut learning — the tendency of models to rely on spurious correlations or superficial features that are predictive on training data but do not reflect the underlying cause of the correct outcome. Shortcut learning arises from two main factors: (1) training data frequently contain spurious correlations that do not hold in other distributions, and (2) these correlations are easy for models to learn, as they correspond to flat minima in the loss landscape that gradient-based optimization favors. Consequently, models often prioritize non-causal patterns over robust, generalizable features. Mitigating shortcut learning is therefore crucial for improving OOD generalization. This challenge can be addressed from two complementary perspectives. On the data side, intervention techniques such as data augmentation and synthetic data generation can break spurious correlations and highlight invariant features. On the model side, architectural designs that broaden the minima associated with causal features while suppressing those linked to shortcut features can encourage the learning of more generalizable f"
C3_degeneracy,simple baseline outperforms machine learning systems,13,W4406548297,10.1098/rsif.2025.0379,Physics-informed deep learning for infectious disease forecasting,2025,Journal of The Royal Society Interface,article,12,green,https://arxiv.org/pdf/2501.09298,"Accurate forecasting of contagious illnesses has become increasingly important to public health policymaking and better prediction could prevent the loss of millions of lives. To better prepare for future pandemics, it is essential to improve forecasting methods and capabilities. In this work, we implement physics-informed neural networks (PINNs), a popular tool in the area of scientific machine learning, to perform infectious disease forecasting. The used PINNs model incorporates dynamical systems representations of disease transmission into the loss function, thereby assimilating epidemiological theory and data using neural networks. Our approach is designed to prevent model overfitting, which often occurs when training deep-learning models with observation data alone. In addition, we use an additional sub-network to account for mobility, cumulative vaccine doses and other covariates that influence the transmission rate, a key parameter in the compartmental model. To demonstrate the capability of the proposed model, we examine the performance of the model using state-level COVID-19 data in California. Our simulation results show that predictions of the PINNs model on the number of cases, deaths and hospitalizations are consistent with existing benchmarks. In particular, the PINNs model outperforms naive baseline forecasts and various sequence deep-learning models, such as recurrent neural networks, long short-term memory networks, gated recurrent units and transformer model"
C3_degeneracy,shortcut learning spurious feature benchmark,14,W4412943748,10.2139/ssrn.5352149,Modeling Shortcut Deviation in Structured Representation Space for Reliable Neural Prediction,2025,SSRN Electronic Journal,preprint,0,green,https://doi.org/10.2139/ssrn.5352149,
C3_degeneracy,simple baseline outperforms machine learning systems,14,W4393142189,10.1007/s00766-024-00416-3,Improving requirements completeness: automated assistance through large language models,2024,Requirements Engineering,article,59,closed,,
C3_degeneracy,shortcut learning spurious feature benchmark,15,W4416764980,10.48550/arxiv.2511.19525,Shortcut Invariance: Targeted Jacobian Regularization in Disentangled Latent Space,2025,arXiv (Cornell University),preprint,0,green,https://arxiv.org/pdf/2511.19525,"Deep neural networks are prone to learning shortcuts, spurious correlations present in the training data that undermine out-of-distribution (OOD) generalization. Most prior work mitigates shortcut learning through input-space reweighting, either relying on explicit shortcut labels or inferring shortcut structure from heuristics such as per-sample loss. Moreover, these approaches typically assume the presence of some shortcut-conflicting examples in the training set, an assumption that is often violated in practice, particularly in medical imaging where data is aggregated across institutions with different acquisition protocols. We propose a latent-space method that views shortcut learning as over-reliance on shortcut-aligned axes. In a disentangled latent space, we identify candidate shortcut-aligned axes via their strong correlation with labels and reduce classifier reliance on them by injecting targeted anisotropic noise during training. Unlike prior latent-space based approaches that remove, project out, or adversarially suppress shortcut features, our method preserves the full representation and instead impose functional invariance by regularizing the classifier's sensitivity along those axes. We show that injecting anisotropic noise induces targeted Jacobian and curvature regularization, effectively flattening the decision boundary along shortcut axes while leaving core feature dimensions largely unaffected. Our method achieves state-of-the-art OOD performance across sta"
C3_degeneracy,simple baseline outperforms machine learning systems,15,W4403511691,10.1109/tvt.2024.3482452,NICL: Non-Line-of-Sight Identification in Global Navigation Satellite Systems With Continual Learning,2024,IEEE Transactions on Vehicular Technology,article,6,closed,,"The widespread adoption of Global Navigation Satellite Systems (GNSS) has revolutionized high-precision positioning services. However, the accuracy of these systems is significantly compromised by Non-Line-of-Sight (NLOS) signals, especially in urban canyons. Specifically, Line-of-Sight (LOS) signals are obstructed, and the reflections lead to substantial errors. Machine learning has emerged as a promising tool for identifying NLOS signals. However, traditional methods often train models on extensive datasets from various environments and fine-tune them with new data to adjust to new scenarios. This fine-tuning can result in catastrophic forgetting, which impairs the models' generalization performance across different environments. To address the limitations of model fine-tuning, we introduce NICL, an approach forNLOSIdentification withContinualLearning. NICL preserves performance on previously encountered scenarios while adapting to new environments by employing simple regularization techniques that do not require access to the data from the old scenarios. Specifically, our method incorporates Kullback-Leibler divergence regularization and explainability-based regularization to maintain the model's prior outputs and the logic behind those outputs, thus mitigating catastrophic forgetting. Experimental results on real-world GNSS datasets have shown that our NICL method outperforms existing baseline methods, achieving an absolute improvement of 5%-12% in NLOS identification acc"
C3_degeneracy,simple baseline outperforms machine learning systems,16,W2981174942,10.1109/tkde.2019.2947679,Unsupervised Statistical Text Simplification,2019,IEEE Transactions on Knowledge and Data Engineering,article,24,closed,,"Most recent approaches for Text Simplification (TS) have drawn on insights from machine translation to learn simplification rewrites from the monolingual parallel corpus of complex and simple sentences, yet their effectiveness strongly relies on large amounts of parallel sentences. However, there has been a serious problem haunting TS for decades, that is, the availability of parallel TS corpora is scarce or not fit for the learning task. In this paper, we will focus on one especially useful and challenging problem of unsupervised TS without a single parallel sentence. To the best of our knowledge, we present the first unsupervised text simplification system based on phrase-based machine translation system, which leverages a careful initialization of phrase tables and language models. On the widely used WikiLarge and WikiSmall benchmarks, our system respectively obtains 39.08 and 25.12 SARI points, even outperforms some supervised baselines."
C3_degeneracy,shortcut learning spurious feature benchmark,17,W7166072762,10.5281/zenodo.20943191,Cake-Cut Training: Automatic Shortcut Discovery via Probe-Guided Data Partitioning,2026,Zenodo (CERN European Organization for Nuclear Research),preprint,0,green,https://doi.org/10.5281/zenodo.20943191,"Shortcut learning—where models exploit spurious correlations instead of learning the intended task—remains a central challenge in deep learning. Existing solutions either require prior knowledge of shortcut types (hand-specified data augmentation, adversarial debiasing) or group annotations for reweighting (GroupDRO, JTT). We propose Cake-Cut Training, a fully automatic pipeline that (1) uses linear probes to discover shortcut types from a briefly trained diagnostic model, (2) partitions the training data into sectors along each discovered shortcut axis, and (3) trains a gated ensemble where a feature-level combiner learns to suppress shortcut-reliant sub-models. Cake-Cut requires no prior specification of shortcut types, no group labels, and no adversarial objectives. On CIFAR-10 with injected dual shortcuts, Cake-Cut achieves 0.558 clean-test accuracy vs. 0.531 for standard training, with the best individual sector model reaching 0.563. On the Waterbirds benchmark, probe-guided data filtering alone produces a model trained on 10% of the data (480 samples) that achieves 0.905 average and 0.884 worst-group accuracy, within 3 points of GroupDRO (which requires explicit group labels). Ablation studies confirm that larger models (ResNet-34) and stronger augmentations (MixUp+CutMix) fail to match Cake-Cut’s shortcut resistance."
C3_degeneracy,simple baseline outperforms machine learning systems,17,W3123936469,10.48550/arxiv.2101.09698,Fast Sequence Generation with Multi-Agent Reinforcement Learning,2021,arXiv (Cornell University),preprint,7,green,https://arxiv.org/pdf/2101.09698,"Autoregressive sequence Generation models have achieved state-of-the-art performance in areas like machine translation and image captioning. These models are autoregressive in that they generate each word by conditioning on previously generated words, which leads to heavy latency during inference. Recently, non-autoregressive decoding has been proposed in machine translation to speed up the inference time by generating all words in parallel. Typically, these models use the word-level cross-entropy loss to optimize each word independently. However, such a learning process fails to consider the sentence-level consistency, thus resulting in inferior generation quality of these non-autoregressive models. In this paper, we propose a simple and efficient model for Non-Autoregressive sequence Generation (NAG) with a novel training paradigm: Counterfactuals-critical Multi-Agent Learning (CMAL). CMAL formulates NAG as a multi-agent reinforcement learning system where element positions in the target sequence are viewed as agents that learn to cooperatively maximize a sentence-level reward. On MSCOCO image captioning benchmark, our NAG method achieves a performance comparable to state-of-the-art autoregressive models, while brings 13.9x decoding speedup. On WMT14 EN-DE machine translation dataset, our method outperforms cross-entropy trained baseline by 6.0 BLEU points while achieves the greatest decoding speedup of 17.46x."
C3_degeneracy,simple baseline outperforms machine learning systems,18,W4310271234,10.48550/arxiv.2211.13445,Delving into Out-of-Distribution Detection with Vision-Language Representations,2022,arXiv (Cornell University),preprint,31,green,https://arxiv.org/pdf/2211.13445,"Recognizing out-of-distribution (OOD) samples is critical for machine learning systems deployed in the open world. The vast majority of OOD detection methods are driven by a single modality (e.g., either vision or language), leaving the rich information in multi-modal representations untapped. Inspired by the recent success of vision-language pre-training, this paper enriches the landscape of OOD detection from a single-modal to a multi-modal regime. Particularly, we propose Maximum Concept Matching (MCM), a simple yet effective zero-shot OOD detection method based on aligning visual features with textual concepts. We contribute in-depth analysis and theoretical insights to understand the effectiveness of MCM. Extensive experiments demonstrate that MCM achieves superior performance on a wide variety of real-world tasks. MCM with vision-language features outperforms a common baseline with pure visual features on a hard OOD task with semantically similar classes by 13.1% (AUROC). Code is available at https://github.com/deeplearning-wisc/MCM."
C3_degeneracy,shortcut learning spurious feature benchmark,19,W4416338924,10.1609/aaai.v40i2.37137,Bot Meets Shortcut: How Can LLMs Aid in Handling Unknown Invariance OOD Scenarios?,2026,Proceedings of the AAAI Conference on Artificial Intelligence,conference-paper,0,diamond,https://doi.org/10.1609/aaai.v40i2.37137,"While existing social bot detectors perform well on benchmarks, their robustness across diverse real-world scenarios remains limited due to unclear ground truth and varied misleading cues. In particular, the impact of shortcut learning, where models rely on spurious correlations instead of capturing causal task-relevant features, has received limited attention. To address this gap, we conduct an in-depth study to assess how detectors are influenced by potential shortcuts based on textual features, which are most susceptible to manipulation by social bots. We design a series of shortcut scenarios by constructing spurious associations between user labels and superficial textual cues to evaluate model robustness. Results show that shifts in irrelevant feature distributions significantly degrade social bot detector performance, with an average relative accuracy drop of 32 % in the baseline models. To tackle this challenge, we propose mitigation strategies based on large language models, leveraging counterfactual data augmentation. These methods mitigate the problem from data and model perspectives across three levels, including data distribution at both the individual user text and overall dataset levels, as well as model’s ability to extract causal information. Our strategies achieve an average relative performance improvement of 56 % under shortcut scenarios."
C3_degeneracy,simple baseline outperforms machine learning systems,19,W2620020147,10.48550/arxiv.1705.07603,Multi-output Polynomial Networks and Factorization Machines,2017,arXiv (Cornell University),preprint,4,green,https://arxiv.org/pdf/1705.07603,"Factorization machines and polynomial networks are supervised polynomial models based on an efficient low-rank decomposition. We extend these models to the multi-output setting, i.e., for learning vector-valued functions, with application to multi-class or multi-task problems. We cast this as the problem of learning a 3-way tensor whose slices share a common basis and propose a convex formulation of that problem. We then develop an efficient conditional gradient algorithm and prove its global convergence, despite the fact that it involves a non-convex basis selection step. On classification tasks, we show that our algorithm achieves excellent accuracy with much sparser models than existing methods. On recommendation system tasks, we show how to combine our algorithm with a reduction from ordinal regression to multi-output classification and show that the resulting algorithm outperforms simple baselines in terms of ranking accuracy."
C3_degeneracy,simple baseline outperforms machine learning systems,20,W4378420927,10.1007/978-3-031-33743-7_27,Analysis of Intrusion Detection Using Ensemble Stacking-Based Machine Learning Techniques in IoT Networks,2023,Lecture notes in networks and systems,conference-paper,3,closed,,
C3_degeneracy,shortcut learning spurious feature benchmark,21,W7204125487,10.1007/s44163-026-02012-6,Explanation audits reveal silent failures of machine learning models under distribution shift,2026,Discover Artificial Intelligence,article,0,gold,https://link.springer.com/content/pdf/10.1007/s44163-026-02012-6.pdf,"Confidence-based monitoring is commonly used to decide when a machine-learning classifier should abstain, request human review, or raise an alert. However, a model may remain highly confident while relying on a spurious feature whose relationship with the target changes after deployment. We define such a silent failure as a substantial increase in realised error without a commensurate increase in a confidence-based warning signal. This study examines whether confidence-derived and explanation-derived monitoring signals identify complementary failure modes in controlled tabular settings. We evaluate logistic regression, random forests, LightGBM, and XGBoost on three real-data benchmarks subjected to additive noise, random masking, and mean shift, together with a matched synthetic shortcut-reversal benchmark. Pointwise monitoring compares confidence-complement uncertainty, predictive entropy, output volatility, explanation volatility, and a hybrid score, whereas batch-level auditing uses Jensen–Shannon attribution-profile drift and top-k feature drift. Across three repeated stratified splits, confidence-complement uncertainty achieved the strongest pointwise error ranking, with a mean AUROC of 0.8664, compared with 0.7524 for output volatility, 0.5752 for explanation volatility, and 0.7847 for the hybrid score. Predictive entropy produced an almost identical ranking (0.8664), as expected for binary classification. At the batch level, attribution-profile drift showed the highest"
C3_degeneracy,simple baseline outperforms machine learning systems,21,W4403018568,10.1109/ton.2026.3697115,Hermes: Boosting the Performance of Machine-Learning-Based Intrusion Detection System Through Geometric Feature Learning,2024,IEEE Transactions on Networking,article,2,green,https://hdl.handle.net/1721.1/157548,"Anomaly-Based Intrusion Detection Systems (IDSs) have been extensively researched for their ability to detect zero-day attacks. These systems establish a baseline of normal behavior using benign traffic data and flag deviations from this norm as potential threats. They generally experience higher false alarm rates than signature-based IDSs. Unlike image data, where the observed features provide immediate utility, raw network traffic necessitates additional processing for effective detection. It is challenging to learn useful patterns directly from raw traffic data or simple traffic statistics (e.g., connection duration, package inter-arrival time) as the complex relationships are difficult to distinguish. Therefore, some feature engineering becomes imperative to extract and transform raw data into new feature representations that can directly improve the detection capability and reduce the false positive rate. We propose a geometric feature learning method to optimize the feature extraction process. We employ contrastive feature learning to learn a feature space where normal traffic instances reside in a compact cluster. We further utilize H-Score feature learning to maximize the compactness of the cluster representing the normal behavior, enhancing the subsequent anomaly detection performance. Our evaluations using the NSL-KDD and N-BaloT datasets demonstrate that the proposed IDS powered by feature learning can consistently outperform state-of-the-art anomaly-based IDS meth"
C3_degeneracy,shortcut learning spurious feature benchmark,22,W7141412622,10.48550/arxiv.2603.25083,Learning domain-invariant features through channel-level sparsification for Out-Of Distribution Generalization,2026,arXiv (Cornell University),preprint,0,green,https://doi.org/10.48550/arxiv.2603.25083,"Out-of-Distribution (OOD) generalization has become a primary metric for evaluating image analysis systems. Since deep learning models tend to capture domain-specific context, they often develop shortcut dependencies on these non-causal features, leading to inconsistent performance across different data sources. Current techniques, such as invariance learning, attempt to mitigate this. However, they struggle to isolate highly mixed features within deep latent spaces. This limitation prevents them from fully resolving the shortcut learning problem.In this paper, we propose Hierarchical Causal Dropout (HCD), a method that uses channel-level causal masks to enforce feature sparsity. This approach allows the model to separate causal features from spurious ones, effectively performing a causal intervention at the representation level. The training is guided by a Matrix-based Mutual Information (MMI) objective to minimize the mutual information between latent features and domain labels, while simultaneously maximizing the information shared with class labels.To ensure stability, we incorporate a StyleMix-driven VICReg module, which prevents the masks from accidentally filtering out essential causal data. Experimental results on OOD benchmarks show that HCD performs better than existing top-tier methods."
C3_degeneracy,simple baseline outperforms machine learning systems,22,W3133211101,10.48550/arxiv.2102.12353,Nonlinear Invariant Risk Minimization: A Causal Approach,2021,arXiv (Cornell University),preprint,26,green,https://arxiv.org/pdf/2102.12353,"Due to spurious correlations, machine learning systems often fail to generalize to environments whose distributions differ from the ones used at training time. Prior work addressing this, either explicitly or implicitly, attempted to find a data representation that has an invariant relationship with the target. This is done by leveraging a diverse set of training environments to reduce the effect of spurious features and build an invariant predictor. However, these methods have generalization guarantees only when both data representation and classifiers come from a linear model class. We propose invariant Causal Representation Learning (iCaRL), an approach that enables out-of-distribution (OOD) generalization in the nonlinear setting (i.e., nonlinear representations and nonlinear classifiers). It builds upon a practical and general assumption: the prior over the data representation (i.e., a set of latent variables encoding the data) given the target and the environment belongs to general exponential family distributions. Based on this, we show that it is possible to identify the data representation up to simple transformations. We also prove that all direct causes of the target can be fully discovered, which further enables us to obtain generalization guarantees in the nonlinear setting. Extensive experiments on both synthetic and real-world datasets show that our approach outperforms a variety of baseline methods. Finally, in the discussion, we further explore the aforementi"
C3_degeneracy,simple baseline outperforms machine learning systems,23,W7124950442,10.3390/s26020674,Leveraging Machine Learning Classifiers in Transfer Learning for Few-Shot Modulation Recognition,2026,Sensors,article,1,gold,https://www.mdpi.com/1424-8220/26/2/674/pdf?version=1768899849,"The rapid advancement of communication systems has heightened the demand for efficient and robust modulation recognition. Conventional deep learning-based methods, however, often struggle in practical few-shot scenarios where acquiring sufficient labeled training data is prohibitive. To bridge this gap, this paper proposes a hybrid transfer learning (HTL) approach that synergistically combines the representation power of deep feature extraction with the flexibility and stability of traditional machine learning (ML) classifiers. The proposed method capitalizes on knowledge transferred from large-scale auxiliary datasets through pre-training, followed by few-shot adaptation using simple ML classifiers. Multiple classical ML classifiers are incorporated and evaluated within the HTL framework for few-shot modulation recognition (FSMR). Comprehensive experiments demonstrate that HTL consistently outperforms existing baseline methods in such data-scarce settings. Furthermore, a detailed analysis of several key parameters is conducted to assess their impact on performance and to inform deployment in practical environments. Notably, the results indicate that the K-nearest neighbor classifier, owing to its instance-based and non-parametric nature, delivers the most robust and generalizable performance within the HTL paradigm, offering a promising solution for reliable FSMR in real-world applications."
C3_degeneracy,simple baseline outperforms machine learning systems,24,W3133531246,10.7155/jgaa.00603,A Machine Learning Approach for Predicting Human Preference for Graph Layouts,2022,Journal of Graph Algorithms and Applications,article,1,diamond,https://doi.org/10.7155/jgaa.00603,"Understanding what graph layout human prefer and why they prefer such graph layout is significant and challenging due to the highly complex visual perception and cognition system in the human brain. In this paper, we present the first machine learning approach for predicting human preference for graph layouts. Specifically, we propose a CNN-Siamese-based model to predict human preference from a pair of different layouts of the same graph. We employ a transfer learning method to overcome the insufficiency of the available ground truth human preference experiment data for training deep neural networks. Specifically, we exploit the quality metrics, which are correlated to human preference on graph layouts, to pre-train our model. Then, we fine-tune the model using the ground truth human preference experiment data. Experimental results using the ground truth human preference data sets show that our model M+HP can successfully predict human preference for graph layouts, achieving the average test accuracy of $92.28\%$ for large scale-free and mesh graphs. To our best knowledge, this is the first approach for predicting qualitative evaluation of graph layouts based on the ground truth human preference experiment data. Moreover, comparison experiments show that our model outperforms a simple baseline model and a previous Siamese-based model, demonstrating the importance of using graph layout images and the CNN-based model for predicting human preference."
C3_degeneracy,shortcut learning spurious feature benchmark,25,W7125133023,10.48550/arxiv.2601.11915,Low-rank Orthogonal Subspace Intervention for Generalizable Face Forgery Detection,2026,arXiv (Cornell University),preprint,0,green,https://doi.org/10.48550/arxiv.2601.11915,"The generalization problem remains a key challenge in face forgery detection. This paper explores the reasons for the generalization failure of Vanilla CLIP: in ``real vs. fake"" detection, the few dominant principal components in the feature space primarily encode forgery-irrelevant information, rather than authentic forgery traces. However, this irrelevant information inevitably leads to spurious correlations, severely limiting detector performance. We define this phenomenon as ``low-rank spurious bias"". To address this, we propose a low-rank representation space intervention paradigm, named the SeLop, from the perspective of causal representation learning. SeLop unifies the spurious correlation factors irrelevant to forgery into a low-rank subspace and cuts off the statistical shortcut between it and the label, thus aligning representation learning with authentic forgery traces. Specifically, we decompose spurious correlation features into a low-rank subspace through orthogonal low-rank projection, then remove this subspace from the original representation and train its orthogonal complement to capture forgery-related features. This low-rank projection removal effectively eliminates spurious correlation factors, ensuring that classification decisions are based on authentic forgery cues. With only 0.39M trainable parameters, our method achieves state-of-the-art performance across several benchmarks, demonstrating excellent robustness and generalization."
C3_degeneracy,simple baseline outperforms machine learning systems,25,W2567026784,,Robust Large Margin Approaches for Machine Learning in Adversarial Settings,2016,Scholars' Bank (University of Oregon),dissertation,1,green,http://hdl.handle.net/1794/20677,"Machine learning algorithms are invented to learn from data and to use data to perform predictions and analyses. Many agencies are now using machine learning algorithms to present services and to perform tasks that used to be done by humans. These services and tasks include making high-stake decisions. Determining the right decision strongly relies on the correctness of the input data. This fact provides a tempting incentive for criminals to try to deceive machine learning algorithms by manipulating the data that is fed to the algorithms. And yet, traditional machine learning algorithms are not designed to be safe when confronting unexpected inputs. \n \nIn this dissertation, we address the problem of adversarial machine learning; i.e., our goal is to build safe machine learning algorithms that are robust in the presence of noisy or adversarially manipulated data. \n \nMany complex questions -- to which a machine learning system must respond -- have complex answers. Such outputs of the machine learning algorithm can have some internal structure, with exponentially many possible values. Adversarial machine learning will be more challenging when the output that we want to predict has a complex structure itself. In this dissertation, a significant focus is on adversarial machine learning for predicting structured outputs. \n \nIn this thesis, first, we develop a new algorithm that reliably performs collective classification: It jointly assigns labels to the nodes of graphed data"
C4_routing,load balancing predicted response time routing policy,1,W2943653567,10.12694/scpe.v20i2.1558,"Special Issue on Recent Trends and Future of Fog and Edge Computing, Services and Enabling Technologies",2019,Scalable Computing Practice and Experience,editorial,3,diamond,https://www.scpe.org/index.php/scpe/article/download/1558/568,"Recent Trends and Future of Fog and Edge Computing, Services, and Enabling Technologies Cloud computing has been established as the most popular as well as suitable computing infrastructure providing on-demand, scalable and pay-as-you-go computing resources and services for the state-of-the-art ICT applications which generate a massive amount of data. Though Cloud is certainly the most fitting solution for most of the applications with respect to processing capability and storage, it may not be so for the real-time applications. The main problem with Cloud is the latency as the Cloud data centres typically are very far from the data sources as well as the data consumers. This latency is ok with the application domains such as enterprise or web applications, but not for the modern Internet of Things (IoT)-based pervasive and ubiquitous application domains such as autonomous vehicle, smart and pervasive healthcare, real-time traffic monitoring, unmanned aerial vehicles, smart building, smart city, smart manufacturing, cognitive IoT, and so on. The prerequisite for these types of application is that the latency between the data generation and consumption should be minimal. For that, the generated data need to be processed locally, instead of sending to the Cloud. This approach is known as Edge computing where the data processing is done at the network edge in the edge devices such as set-top boxes, access points, routers, switches, base stations etc. which are typically located "
C4_routing,payment transaction routing optimization machine learning,1,W4409827104,10.32628/ijsrst23113268,AI-Powered Payment Gateways: Accelerating Transactions and Fortifying Security in Real-Time Financial Systems,2023,International Journal of Scientific Research in Science and Technology,article,5,diamond,https://ijsrst.com/paper/13769.pdf,"As digital financial ecosystems continue to scale, payment gateways face mounting pressure to deliver secure, low-latency transactions. This paper presents a comprehensive framework for optimizing payment gateways using Artificial Intelligence (AI), with a dual focus on latency reduction and security enhancement. By leveraging machine learning algorithms, real-time predictive analytics, intelligent routing, and behavioral biometrics, AI redefines payment processing efficiency and fraud resilience. This study explores advanced AI-driven techniques—such as anomaly detection, contextual risk scoring, and adaptive authentication—to minimize transaction delays and combat evolving cybersecurity threats. It also outlines architectural innovations and future integrations with blockchain and quantum technologies, paving the way for next-generation intelligent financial infrastructure."
C4_routing,learning based request routing heterogeneous servers,1,W3186289964,10.1145/3460352,SLO-Aware Inference Scheduler for Heterogeneous Processors in Edge Platforms,2021,ACM Transactions on Architecture and Code Optimization,article,54,diamond,https://dl.acm.org/doi/pdf/10.1145/3460352,"With the proliferation of applications with machine learning (ML), the importance of edge platforms has been growing to process streaming sensor, data locally without resorting to remote servers. Such edge platforms are commonly equipped with heterogeneous computing processors such as GPU, DSP, and other accelerators, but their computational and energy budget are severely constrained compared to the data center servers. However, as an edge platform must perform the processing of multiple machine learning models concurrently for multimodal sensor data, its scheduling problem poses a new challenge to map heterogeneous machine learning computation to heterogeneous computing processors. Furthermore, processing of each input must provide a certain level of bounded response latency, making the scheduling decision critical for the edge platform. This article proposes a set of new heterogeneity-aware ML inference scheduling policies for edge platforms. Based on the regularity of computation in common ML tasks, the scheduler uses the pre-profiled behavior of each ML model and routes requests to the most appropriate processors. It also aims to satisfy the service-level objective (SLO) requirement while reducing the energy consumption for each request. For such SLO supports, the challenge of ML computation on GPUs and DSP is its inflexible preemption capability. To avoid the delay caused by a long task, the proposed scheduler decomposes a large ML task to sub-tasks by its layer in the D"
C4_routing,load balancing predicted response time routing policy,2,W4403116621,10.1093/comjnl/bxae097,"Thematic editorial: edge computing, fog computing, and internet of things",2024,The Computer Journal,article,3,closed,,"Edge computing processes data near the source, minimizing latency and reducing bandwidth consumption by avoiding unnecessary data transmission to cloud servers. This decentralized approach is beneficial for real-time applications such as augmented reality, autonomous vehicles, and industrial automation. Fog computing, on the other hand, extends the cloud closer to the network edge, creating a distributed layer of intermediate fog nodes that provide additional processing and storage capabilities. This architecture balances the low-latency benefits of edge computing and the resource scalability of cloud computing. In parallel, the rapid growth of the Internet of Things (IoT) has led to an unprecedented increase in data generation and connectivity requirements. As a result, traditional cloud computing models have faced significant challenges in handling the high data transmission, processing, and storage volume while maintaining low latency and high efficiency. Novel computing paradigms like edge computing and fog computing have become critical components in IoT ecosystems. This paper reviews recent developments on edge computing, fog computing, and IoT recently published in The Computer Journal. By analyzing this broad range of research, we will examine how these technologies complement each other and address the growing demands of modern networked environments. Edge computing refers to processing data closer to where they are generated, at the edge of the network. It reduces l"
C4_routing,payment transaction routing optimization machine learning,2,W4407835108,10.2139/ssrn.5101279,Optimizing Payment Gateways with AI: Reducing Latency and Enhancing Security,2025,SSRN Electronic Journal,preprint,1,green,https://doi.org/10.2139/ssrn.5101279,
C4_routing,learning based request routing heterogeneous servers,2,W4386398262,10.1002/nem.2250,Learning‐driven ubiquitous mobile edge computing: Network management challenges for future generation Internet of Things,2023,International Journal of Network Management,article,12,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/nem.2250,"Ubiquitous edge computing facilitates efficient cloud services near mobile devices, enabling mobile edge computing (MEC) to offer services more efficiently by presenting storage and processing capability within the proximity of mobile devices and in general IoT domains. However, compared with conventional mobile cloud computing, ubiquitous MEC introduces numerous complex challenges due to the heterogeneous smart devices, network infrastructures, and limited transmission bandwidth. Processing and managing such massive volumes of data generated from these devices is complex and challenging in edge infrastructures. On the other side, time-critical applications have stringent requirements such as ultra-low-latency, energy cost, mobility, resource, and security issues that cannot be neglected. For example, smart healthcare or industrial networks generate emergency information very frequently (i.e., often in terms of milliseconds), which needs to be processed near the sensing devices with minimal processing delay. In this context, future generation IoT requires robust and intelligent network management approaches that can handle the system complexity (e.g., scalability and orchestration) with little or no little human intervention and offer a better service to end-users. More precisely, AI/ML approaches designed explicitly for networks under high traffic volume of data help overcome several management challenges, such as (i) improving performance by balancing load and traffic, (ii)"
C4_routing,load balancing predicted response time routing policy,3,W7119470623,10.52783/jisem.v11i1s.14063,"Real-Time Ad Mediation in Mobile Games: Architecture, Challenges, and Optimization Strategies",2026,Journal of Information Systems Engineering & Management,article,0,diamond,https://jisem-journal.com/index.php/journal/article/download/14063/6703,"Real-time ad mediation systems represent fundamental infrastructure components enabling mobile game developers to optimize advertising revenue through intelligent network orchestration and dynamic selection algorithms. Modern mediation platforms transcend traditional waterfall approaches by implementing sophisticated decision-making processes that evaluate multiple advertising sources simultaneously, selecting optimal placements based on comprehensive performance analytics and predictive modeling capabilities. The architectural framework encompasses distributed computing systems designed to operate under extreme performance constraints while processing massive concurrent ad requests with sub-second response times. Multi-network routing algorithms form the intellectual core of effective mediation systems, implementing mathematical frameworks that predict optimal revenue outcomes through analysis of multidimensional performance vectors including expected eCPM calculations, fill probability assessments, and latency-aware routing strategies. Infrastructure patterns leverage event-driven processing pipelines utilizing Apache Kafka for handling impression and bid response data, containerized deployment strategies through Kubernetes orchestration, and horizontal scaling mechanisms with sophisticated autoscaling policies. Performance optimization encompasses latency reduction techniques with quantitative impacts on revenue metrics, content delivery network integration for multimedia "
